Height_cm,Leaf_Count,New_Growth_Count,Watering_Amount_ml,Watering_Frequency_days,Sunlight_Exposure,Room_Temperature_C,Humidity_%,Fertilizer_Type,Fertilizer_Amount_ml,Pest_Presence,Pest_Severity,Soil_Moisture_%,Soil_Type,Health_Score
0.9992853786640625,46.51405888742681,7.02876146984977,342.07245655703053,3.0255692182462437,6h full sun,24.395652717462344,31.984245246021047,Liquid feed,27.205507839137987,Whiteflies,Low,21.30407570810544,Clay,4.876225717729685
13.412120644482256,13.23492486592345,4.067691803934216,383.5688599219857,3.91521006241988,Low light corner,18.41990378383083,55.99153603568149,Chemical,95.48871236527383,Fungus gnats,High,34.246329766458175,Chalky,0.995873546866012
2.606713958808782,16.89486565511686,0.0,150.9695914104818,1.116756433833823,6h full sun,21.417081518298165,78.83044991563234,Compost,39.628702324411954,Fungus gnats,High,21.764521786711747,Peaty,1.0002150368657698
46.44850903659513,27.547514730002113,4.9465959738198935,84.45183565922403,0.968793217071837,Filtered sunlight through curtain,22.782730975760995,36.35311629840053,Compost,56.798723509701894,Fungus gnats,Moderate,52.79386155460645,Clay,5.081043618880438
40.25021815892736,19.546827315914918,4.915010325829849,187.30450255319414,0.9548042191795092,6h full sun,23.048384160658557,78.28924392576788,Chemical,79.15817604414511,Aphids,Low,39.40534777111999,Silty,2.046688018986192
29.257122546812326,20.605447664558966,4.795250900353279,468.23422409102585,2.8657835817274853,Low light corner,22.14367336493888,75.49385712238211,Organic,84.55457985803481,Whiteflies,Low,33.76692124082468,Sandy,5.0183411890684
14.481502839026291,29.835291036151105,7.812920953171959,355.59919526767743,5.783754619281799,6h full sun,29.681425360264686,76.00320623514372,Liquid feed,89.87280027548067,Aphids,Low,32.19750734488435,Loamy,2.057658861413038
35.86431715826981,30.666979352675018,6.031240590898645,456.3142772098528,2.0081844107687608,6h full sun,27.172740786450742,65.59462002914968,Organic,22.275473255890148,Spider mites,Low,31.44443258768528,Peaty,2.009426185326102
11.933553008445289,45.06889920478224,6.041645125670418,95.9930222397077,5.094274709340611,3h direct morning sun,28.050090775589375,44.011120518731154,Chemical,99.99418905524283,Aphids,Low,56.08971110581353,Chalky,3.918570682760337
14.810036699283021,17.423344557836153,7.93981827318434,174.0759883027629,4.093313701385779,Low light corner,24.930813754323776,69.44072558502471,Liquid feed,84.55619114286083,Spider mites,Low,36.765195224927595,Silty,1.045885996509017
25.983632161914517,15.494878520759123,3.9432838756467534,180.34431409465537,2.9829622324805314,Indirect light all day,24.709723468998632,62.05596524453183,Liquid feed,89.71282392090384,Aphids,Low,60.5905899766956,Sandy,3.9456938869031304
5.2197383139829645,8.816820054167962,7.141228471978791,214.41569733508268,5.128784034182319,Filtered sunlight through curtain,21.68530558809368,37.93252536659009,Liquid feed,81.90771444891413,Whiteflies,Low,43.161552385746326,Peaty,2.109458311217572
26.457768050018256,43.888880233785066,5.807154191539546,184.157806643099,1.0310729708585626,Low light corner,23.38273309832692,53.69830015311251,Chemical,55.814446843122965,Aphids,Low,48.54193799484679,Silty,4.0241524440360985
18.721175642163825,40.32346815606221,4.9831783132375165,339.5872384444651,3.931621553276632,3h direct morning sun,20.769389359355635,45.86306127843971,Compost,86.56155729655534,Whiteflies,Low,31.192101827491136,Clay,0.8551865352237685
8.121521403867181,42.06298581158378,0.9106728756404762,102.1079451535482,1.0575970019925471,Filtered sunlight through curtain,25.241400814774487,50.62726222009637,Chemical,2.854972547366279,Whiteflies,Low,46.080051994099286,Loamy,4.019821697541474
28.366773087943226,14.869093310819862,9.04875067480603,378.8603792949482,2.9071425443113306,Filtered sunlight through curtain,26.242740570913085,65.0797707865373,Liquid feed,56.608279813001495,Fungus gnats,High,14.678058362060517,Silty,5.075425400655865
40.014862615133616,35.25493453276235,7.967761341434585,245.985202309779,5.950525219937317,Low light corner,20.177352214510325,72.92839800371732,Organic,45.952146652766785,Aphids,Low,18.196648046440814,Peaty,2.914479274198297
43.61127426406508,47.221865570497634,6.913453608143875,108.7382802452753,5.873045358776027,Filtered sunlight through curtain,24.013911694265904,55.30608463208187,Liquid feed,76.04703508839978,Aphids,Low,52.240176118799425,Loamy,1.0018476112285548
23.139347007858337,6.989964282558106,9.05811209320669,387.04055813784936,0.9568947622180292,Low light corner,22.687096190814827,64.56444030006175,Chemical,89.75517951851937,Aphids,Moderate,45.10335327312441,Peaty,2.8833037655011298
17.220101663592324,32.29342675026996,4.774625787137777,337.8354103489009,0.822574022535516,Indirect light all day,24.299320461300972,77.32534388912892,Chemical,18.170597504575426,Fungus gnats,Moderate,23.69436609813945,Clay,2.0374457933665364
33.260037505733266,27.061462959946347,7.8366743980717155,276.59585485602634,4.842308583463212,6h full sun,27.158305747557428,76.89263711932638,Chemical,61.9746727070652,Fungus gnats,High,52.152736284976875,Sandy,2.05280287513136
40.31685176627821,36.16012254363974,8.985074529297023,454.44300768878065,4.970018288606349,3h direct morning sun,27.037266211305447,42.756020334852934,Chemical,0.3876429682717357,Whiteflies,Low,52.6511188256998,Clay,1.8877251283350363
23.489831803175928,17.47363082209109,6.879742821179999,437.51304586935385,3.022523066742209,3h direct morning sun,18.88194038380733,59.738891601804255,Organic,95.21697369459866,Fungus gnats,Moderate,25.059753347881625,Loamy,1.9986552027903128
45.95729565681922,27.820722219729504,0.09501116826271458,452.4761024086433,0.9744783119023275,Filtered sunlight through curtain,16.049957645649357,47.784406474237635,Organic,90.31800567865061,Whiteflies,Low,57.86610483197956,Loamy,3.95879708690525
23.067043090965647,20.413098176550545,3.9868671610971678,409.25829233411196,2.058031847466481,6h full sun,25.232055895571317,51.17521155224463,Chemical,4.7669940179267964,Fungus gnats,Low,14.87041871177645,Chalky,0.9860901520564844
12.740058568448616,28.410416840684658,8.909712911524533,484.20519322985376,2.9202413965350273,Low light corner,17.115878168943656,67.61841149321747,Chemical,49.567591956480335,Fungus gnats,Low,59.80758258087178,Sandy,0.974530675423323
15.912409153104406,11.720131297328452,2.7906995437740685,469.3986806741358,4.876361069721804,Filtered sunlight through curtain,22.7071902666108,35.430420014933,Chemical,30.73159716494813,Spider mites,Low,47.79163390232308,Clay,4.983993317262901
49.022293259416855,6.284521738459488,0.014730382321078197,344.4116724253902,1.0211711853754264,6h full sun,22.78712823089661,71.3275986187913,Chemical,33.15039619820638,Spider mites,Moderate,19.512880306726892,Peaty,0.9522109453418043
15.97357933056701,17.382707130675062,2.887848810312569,204.337775537486,6.049993273498599,Filtered sunlight through curtain,20.994236322879274,64.66262238279674,Chemical,78.9666022773712,Whiteflies,Moderate,30.34491330636662,Peaty,4.968878017084398
31.010269241765965,18.493030352628786,5.08012701494224,240.4774206883838,5.118372959566389,Indirect light all day,20.60760733606123,45.66441092792207,Organic,75.91469120604972,Aphids,Moderate,36.25295024844874,Silty,4.933324553109512
38.715848489104886,11.058425313721372,9.165697644261353,124.42312530593482,6.0319364663487525,3h direct morning sun,19.80228255233479,31.05959380937594,Compost,82.27000413691059,Aphids,High,14.313862663904839,Chalky,2.04364425742461
10.039207482591054,13.77923604857433,8.047526221358078,178.5310542204686,4.096093570384286,Indirect light all day,14.339504499790266,34.045623025672015,Chemical,23.47566052874744,Fungus gnats,High,21.664544543740316,Peaty,3.0245199048118288
11.683308982462684,7.731076054935327,0.17795128796310808,479.67601781209146,3.9424200305603145,Indirect light all day,20.804382949501406,55.163825518411485,Organic,33.79691802119593,Whiteflies,Low,19.00274000199324,Clay,2.0099842548180793
23.105970911558344,35.91178098676663,4.0369325554677005,304.3614983867156,5.11818740610231,Filtered sunlight through curtain,22.60859008147831,65.30524341044479,Liquid feed,78.73706157837253,Whiteflies,Moderate,22.105314914080783,Clay,1.005637333721208
11.199233514192313,44.85012672395747,0.0693385433764398,469.016183322095,2.000823383517226,Low light corner,26.360724584685915,54.61775436195811,Chemical,18.768542173454264,Aphids,Moderate,42.340053427906525,Silty,0.9792522218396736
25.869997228003953,21.458815325974435,8.88645947167247,332.3301125548446,6.024859605061569,3h direct morning sun,24.77208374369281,56.3624628066321,Chemical,10.247734244783112,Spider mites,Low,34.74605340701989,Loamy,2.9791000882938112
40.8477445308475,26.973176473103784,5.100040225553951,399.2746445893676,2.936151194247847,Low light corner,25.02064061973811,73.31814221733053,Organic,92.59134207047602,Spider mites,Low,36.41857926889868,Loamy,3.030040269308029
33.89560686285519,5.511423726660203,5.855650710582279,479.977961027087,1.188091551566623,6h full sun,22.281489064193497,65.41578402496575,Chemical,29.552407459368823,Aphids,Low,24.642800589883944,Chalky,1.0061927266062096
19.270715977461986,45.97735321724701,8.909719742752438,364.00456912687605,5.029929912987799,3h direct morning sun,29.13053540401139,40.68321032527131,Chemical,5.991017121852513,Whiteflies,Low,27.822651662983265,Clay,2.070720883319514
17.14436932425376,12.52635163351576,1.0775268432580882,236.96773492315805,0.9558639450717006,Indirect light all day,27.589569348728418,42.52300455634387,Chemical,36.443461699893824,Whiteflies,Low,38.96510515950911,Clay,0.9241169625004604
45.34750481927257,14.77075840233933,4.133557456462662,338.5512311955308,1.900229075596982,Low light corner,25.629322330007035,60.91392970741137,Organic,57.24899876745781,Whiteflies,Low,31.477861443560787,Clay,3.0107547474446177
18.025338367703277,44.62553751976611,6.302514844134726,436.3790063271272,1.1789702112198994,Indirect light all day,22.972419900518666,43.10373614047627,Compost,93.9313298053545,Whiteflies,Low,20.352583539889,Loamy,1.0742811839995028
19.26596048144739,40.448009009382815,1.9564748904285798,71.55563973816011,5.821628306927772,Filtered sunlight through curtain,26.41110934852465,80.05529448713989,Compost,2.393329323523962,Aphids,Low,20.513793638403538,Chalky,5.172395906884143
11.863130823288294,43.940744634861495,5.953935064378856,91.1120208196309,4.8578645296132255,3h direct morning sun,27.89457580787474,44.23150856698644,Chemical,97.80708796960707,Aphids,Low,56.466475396118604,Chalky,4.058881058528222
6.530750274592216,32.97980986160891,1.9158754386457286,384.07420128613705,2.0040779428833684,6h full sun,20.518571632602544,40.794884738371614,Chemical,77.11284330128899,Whiteflies,Low,30.076564434318097,Peaty,5.089613239315481
33.35637871599077,11.831281510351497,2.934489170477995,419.12890563902783,4.97122343944163,Low light corner,29.528785489172506,61.88617264376181,Organic,42.59332354210726,Whiteflies,High,57.90000532476891,Clay,1.965763975817055
23.194583016432983,11.948463690177944,2.0495206678078404,61.58987861151405,5.056270283864802,6h full sun,24.82498124364046,73.9048369970278,Organic,36.605478897591865,Aphids,Low,20.486381762022614,Loamy,2.9561333266153182
12.722224607854058,36.17645238765267,7.02197451881735,94.81490218884828,2.957528981199949,Indirect light all day,20.478658586007818,42.06259295350113,Compost,21.754997737257014,Spider mites,Moderate,16.519524038051316,Loamy,0.9872838341331484
34.94861368000979,11.036690341942089,6.218167542292328,330.78906147678674,2.0303322337668064,Low light corner,24.920087247599323,32.1725262579938,Chemical,89.80537966744166,Whiteflies,Moderate,18.505087173521698,Clay,2.0828594571691927
20.704061336773005,20.110402640593204,1.026254542358278,460.13453594155595,2.8925274262264407,Indirect light all day,24.12770246670976,47.20401587345577,Liquid feed,78.45004655057919,Aphids,Moderate,10.782122082129039,Peaty,0.9263371496795628
27.637349575679373,18.686481906000623,7.867777951727753,62.9445909068013,3.042245291595563,6h full sun,22.23209496853519,47.474571865691026,Chemical,18.210262991611316,Whiteflies,Low,10.505849012555215,Sandy,4.064019741219271
16.491956995115267,39.07175747356821,4.277151465550408,180.05750613010878,4.0989881947256785,Indirect light all day,27.080896023688283,74.62401113050117,Organic,50.73973531370154,Whiteflies,Low,42.80580285004691,Chalky,4.957767133435329
30.244948983687763,39.44284168844055,6.858272615526214,43.763891121970474,6.009868520421458,Filtered sunlight through curtain,22.023855973433054,77.74605724770207,Liquid feed,17.157463205936146,Spider mites,High,51.12828842105745,Sandy,3.002083193282485
34.22132277347925,35.06409165341292,7.895042476534313,104.95615557284307,3.9694520847608477,3h direct morning sun,21.79848765741381,46.23981144590374,Organic,86.87630619992417,Fungus gnats,Low,49.21764208615972,Peaty,2.148992744244776
20.017247108072628,46.577730941523185,1.021442355251984,410.43468999311614,0.9892046087923406,3h direct morning sun,23.655454349240628,39.19763180180621,Chemical,22.92917154458589,Aphids,Low,57.422116717177325,Loamy,2.1918630576769864
25.170968364076135,26.603418314430623,5.032651936088958,66.9251184808615,4.065348172964042,Filtered sunlight through curtain,27.265095120818263,48.97920965133859,Compost,66.270863240524,Whiteflies,Low,29.506969827360198,Chalky,2.0131109213794076
39.22402339351001,10.167883478640983,5.96883883002537,261.895365980833,2.103429496603121,3h direct morning sun,26.701987337874698,67.37294053364907,Chemical,95.23252635804097,Aphids,Moderate,41.729838573139716,Loamy,3.978787707075114
13.018973028626483,10.793953452559855,5.012714855185681,201.64487108406206,4.0127423857673925,Filtered sunlight through curtain,22.726665244431647,34.30599284688022,Organic,49.65057959666545,Fungus gnats,High,28.839467085345866,Loamy,0.9885210607125673
25.09175323241611,35.24555230113727,0.8766549422317605,476.13619106807835,6.007947605554556,6h full sun,19.91091730793985,54.097693768084774,Compost,71.75274114202091,Spider mites,High,10.505914465538593,Silty,4.093690603350786
28.57584926665339,11.274153913346117,1.062877794584379,442.99169783585694,4.013918686413999,6h full sun,25.18313289627345,75.74447099457227,Chemical,12.253195219917831,Whiteflies,Moderate,37.70921626883879,Sandy,2.9196957616701145
9.672635178639835,35.8335458475018,2.8436599939704967,459.442191052032,2.0036326666195934,Filtered sunlight through curtain,22.600976164826093,61.07823513970951,Chemical,51.41320446557637,Whiteflies,Low,35.824074264336375,Sandy,3.062131370081695
30.48988068254753,8.700959112771955,1.0918689142658664,281.49415012934685,5.89262364913546,6h full sun,28.39161987153649,44.48645823703427,Compost,28.435228229772175,Whiteflies,Low,21.421658507668138,Clay,5.011994463658017
27.753485681140994,39.34927076445817,6.91434271097834,442.92089194756977,5.081729192216759,Indirect light all day,21.408359667103596,76.5622706113296,Organic,19.399866896976647,Aphids,Low,11.622808640850831,Peaty,4.0899854745510895
30.297726130200726,22.481748053797535,1.0816025628513666,482.06740313986853,3.766424548174106,3h direct morning sun,27.4869596693128,74.44765432551183,Chemical,15.080675764484116,Aphids,Low,15.44224236919187,Chalky,1.0305376475567487
30.96463132070489,49.452144774949346,7.836274757621792,88.92772243401254,5.081303972844991,6h full sun,21.707390689620187,41.91676251938215,Chemical,74.69815797008276,Fungus gnats,Low,18.974796939599553,Silty,2.9450674276909035
20.488353226405447,15.304025657002917,0.008830205583480681,354.9848165850185,1.8434672426489875,Low light corner,24.77385831524069,74.558173860433,Organic,58.54107661929605,Whiteflies,Low,54.024176794323864,Loamy,2.9487820497995134
26.826233214340157,9.6603877651337,4.970792874141447,371.80652620236845,4.982416496488814,Low light corner,32.964831538423795,75.55783145291014,Chemical,88.12421164422162,Aphids,Low,17.466821657083404,Chalky,4.965963237057343
15.226105326781592,34.71056335049748,2.9866140253237914,131.1811797199943,0.9461584902034158,Indirect light all day,24.364489114528368,46.84419599277028,Organic,84.4293359953415,Whiteflies,Low,12.231590116038042,Clay,4.848311949454304
17.05133536251789,32.33412664309535,4.985611814811969,340.90888134556513,0.9673364369058893,Indirect light all day,24.075553809160876,77.47233746646071,Chemical,20.66337706103398,Fungus gnats,Moderate,24.00938110866308,Clay,1.9684434369071127
27.349108127552125,18.412834052018322,7.814731416500697,69.81900099402611,3.1966687099251696,6h full sun,22.37845302484279,47.31576633855068,Chemical,17.722366594906944,Whiteflies,Low,11.494477533167691,Sandy,3.9412770409969657
23.580878105791495,9.875893012139084,1.1637983030456787,328.1000699931974,5.960963722318737,Low light corner,23.866176522391484,46.03053750166113,Compost,27.226959851992802,Whiteflies,High,12.07319253538081,Peaty,1.9786181682798198
22.928433004623976,11.332521982987563,0.09633602565678065,180.60846380753972,2.0840704727288557,Indirect light all day,23.15174392259153,74.41407109603314,Chemical,5.318660199121876,Whiteflies,Low,12.54389417209659,Silty,4.943351064316008
41.130866020401676,22.05599078356147,3.85245450231838,208.07382478158559,2.9879587757125927,6h full sun,23.768652131591207,65.55748902801913,Chemical,47.120348756742025,Fungus gnats,Low,19.6763224309251,Sandy,1.017026073240423
38.04245764429648,21.686928973286502,9.07674207374254,375.6805194747642,2.867975004639696,Indirect light all day,27.325740609381583,70.38401016441948,Compost,9.778982060588925,Whiteflies,Moderate,19.171419975533443,Peaty,5.0257156379898875
21.003971716931204,19.35433607273051,5.008135417334245,361.8898508334044,4.042510621598598,Filtered sunlight through curtain,20.747910481483892,29.655845267872824,Compost,54.08534306195709,Whiteflies,Moderate,22.91795599613352,Clay,4.02088536748196
33.60365704347696,49.619233917015904,2.821170611419084,256.63093195554524,2.9065766293984545,Indirect light all day,25.0642032258882,31.819157962778704,Compost,72.39594176846782,Whiteflies,Low,18.921039199423504,Sandy,1.0406568750774432
0.0,31.50190473014269,5.141130588869948,265.1874858399478,1.08290967102686,Low light corner,22.456076309923215,48.78697626750871,Chemical,13.370903797729369,Aphids,High,51.29183082435361,Chalky,5.128511716020238
18.82287816308822,16.571084103560523,0.028856666891617123,355.4530725030748,2.0883423020277494,Low light corner,24.69883420895315,75.12486367658258,Organic,58.12561406997984,Whiteflies,Low,53.149057506594005,Loamy,2.872974926634227
38.61673800791691,32.40797947277417,7.081322432702459,269.6598389758935,0.9756711219566179,Indirect light all day,22.88304504633287,52.89222784012164,Chemical,2.558883947745337,Spider mites,Low,18.968941538097656,Silty,2.060017895195618
18.761423041296254,21.770455619101654,0.8248595982164543,143.6252844347004,4.089411156870951,6h full sun,25.88449797232472,66.12184758501785,Chemical,45.42728317432531,Aphids,Low,16.068756338499355,Loamy,4.004748577347547
31.481927497147726,17.432484613182417,5.901611868956552,219.32755142489643,1.000459653488416,6h full sun,23.280200907960314,48.20430387519938,Liquid feed,50.74820540045099,Spider mites,Low,28.05465083957711,Sandy,2.020262863457931
30.494226766610076,46.41633123128724,2.906283478260311,291.6302474819844,5.067152393476394,6h full sun,22.248966086903263,35.218114365219435,Liquid feed,6.7081297711747645,Aphids,High,43.37878730104045,Sandy,4.9314242041183896
13.274681049378591,14.606206873242575,5.863772066391128,430.08164253301453,1.9326695416018271,6h full sun,19.79951147562982,78.17089324668225,Organic,12.429063328963858,Spider mites,Moderate,31.339559158818876,Silty,2.027174137475927
16.660799212306998,40.03118162210202,2.9393377823679505,151.3259718067654,4.204446885184154,Low light corner,25.326373432053735,66.43270122556875,Organic,77.79027890964568,Spider mites,Moderate,38.589773754877655,Silty,4.0774490529308185
28.607974874436113,6.312931367622033,4.020692424443596,409.3490123557606,6.085743860862638,Low light corner,26.92943100427823,35.939197011707236,Chemical,22.046904447878756,Fungus gnats,High,43.2731651049711,Silty,4.982352832807763
27.025979367309574,13.672526279305844,5.001427020273139,437.78710411611195,3.9988633091851304,6h full sun,21.487525345534614,66.45446243665758,Organic,10.844415377417038,Fungus gnats,Low,19.871030108037417,Chalky,3.988114608655503
23.56288403117389,15.77500641010208,3.1543335934325207,121.14909312168028,2.0470754323390183,Indirect light all day,25.411548590249392,69.60839359243458,Compost,52.3878888952702,Fungus gnats,High,11.670151509642993,Sandy,2.116039889880631
23.406770527874617,37.10262040936589,4.839741050094749,379.8853236601848,4.839963806748177,Filtered sunlight through curtain,23.538304692802964,68.45037926318228,Chemical,56.53550649911043,Whiteflies,Moderate,30.292485491033318,Silty,1.9562413881697893
39.57581680605668,45.17949233956883,6.065184904748107,291.82986663499213,5.011067806427575,3h direct morning sun,24.695434506606187,35.551414051306075,Organic,61.09075723663101,Whiteflies,High,37.59802172561255,Peaty,4.98354816462036
18.93684676324524,48.23558948152869,6.981462748737107,416.3002572977295,2.9256118941526283,Filtered sunlight through curtain,21.451824919197403,39.10038725139605,Liquid feed,52.31549321875603,Whiteflies,Moderate,53.566964421995564,Clay,4.004185264171841
36.203265028772336,6.203682548086328,5.103880395669856,185.83897953518647,1.0478116835335485,6h full sun,26.606202491215758,49.77438444931523,Organic,0.0,Aphids,Moderate,23.655779501624732,Loamy,3.977377294221518
18.087924071678998,14.950516181048986,7.019600656254147,221.32849809838848,2.972332838724409,Filtered sunlight through curtain,22.860338978037706,41.25387811630987,Chemical,17.543684821722675,Fungus gnats,Moderate,21.710890700791722,Sandy,3.998635230815443
36.58863306431327,30.618809559163534,3.0676255419019895,493.8776262367761,4.901345698346379,3h direct morning sun,23.6659719500183,63.133934550460026,Organic,73.06524402218837,Aphids,Low,53.29810036461349,Chalky,4.013676772627029
30.733345491649583,19.043886185117998,2.8829409492581024,135.45366844840314,1.9988670611096224,Filtered sunlight through curtain,26.65009896245944,53.01070665978727,Compost,60.42918571662061,Aphids,Low,54.86312292295516,Silty,0.9713846531935177
29.972677062905902,40.254822209424695,2.124757209867238,98.6828447162109,2.9171926769732806,6h full sun,22.98993921219935,58.39466196989991,Liquid feed,23.637701110368244,Whiteflies,High,32.88150258860162,Silty,1.9758488943685428
34.001589536367945,39.39340601754404,6.04816560410371,400.19898196759004,1.933699771904815,Indirect light all day,25.406581106129345,38.35920037745733,Compost,63.605604596525666,Spider mites,Low,16.8957765203079,Peaty,3.942171710267724
31.062742066284358,35.08939674991268,6.118414019356135,454.48189190577193,5.108097538810029,Indirect light all day,21.170468225122352,66.11812653300382,Liquid feed,29.39189025861418,Aphids,Low,38.59585168610258,Sandy,4.07644691405549
19.758516327378807,19.056044373179972,2.0501343003849124,314.96456241067557,0.9607706443211274,6h full sun,19.422765321474063,65.47007877749792,Liquid feed,61.103036090955335,Whiteflies,Low,27.97884041395121,Clay,5.007076544326537
12.871860378854207,36.702247153477856,8.01063015628127,289.33660034076496,3.123063258550805,Low light corner,24.90051671519862,51.85613646104787,Chemical,41.49284650184498,Fungus gnats,Low,45.64362910824554,Sandy,0.8400068634325031
26.8870165846246,23.049478882798645,9.027614688855966,326.64186807792055,3.9387024977859713,3h direct morning sun,27.914144782861175,55.748181566722415,Organic,41.415827713080425,Aphids,Low,34.114439695061385,Clay,5.014229344045933
41.72244733054948,36.19228213884332,7.978169668054683,172.7746982722401,3.148436579534143,Filtered sunlight through curtain,22.56600143825705,76.54118561643531,Organic,21.153329468068044,Whiteflies,High,51.93532493607369,Chalky,5.072751297033975
31.4229739588144,39.23190237142996,5.0647183352992515,421.03312092630705,0.9987767781951128,6h full sun,20.61567563522201,42.5559403519153,Compost,35.787528250565494,Whiteflies,High,24.883075285345537,Loamy,3.027705094585159
16.07621628558622,28.36446690584923,8.966137472571097,429.7394098451448,2.92630241878421,Indirect light all day,20.31926964589118,77.90864560509502,Liquid feed,98.28365364521277,Whiteflies,Low,56.840896330968015,Loamy,0.9939911938129379
29.372605771792603,39.76351919608517,7.937964075828102,357.5174773038591,2.105056291696373,Low light corner,26.15035895503012,41.3321709906807,Organic,27.501543234454548,Spider mites,Low,46.48462635279252,Sandy,5.025255008432294
35.220714270419144,38.5521916236729,5.89551649311536,233.35094586892922,4.01686286194341,Low light corner,24.684030072559366,30.052988359331465,Chemical,57.56528389500182,Whiteflies,Moderate,58.69128445598631,Silty,4.9276192519659014
33.08304424987383,24.113947071590303,9.045602679652328,208.92446306085338,6.081362087674898,6h full sun,23.17108469843749,46.362294583535075,Compost,59.98597074562877,Whiteflies,Low,28.083768049994024,Sandy,3.930642875311638
32.870972013936424,39.07461908503994,7.953217316715614,494.8516953807238,1.1180521798704568,3h direct morning sun,21.278880253978823,40.65510912896084,Liquid feed,58.489865911974185,Spider mites,Moderate,24.38861023661073,Loamy,3.9717272388376186
35.56238123461021,12.472409539425978,7.8820884385107,56.8806178868264,5.09864865961689,3h direct morning sun,30.5992612429387,36.17136891987128,Organic,2.654294783241666,Spider mites,Low,60.85573411075902,Clay,0.9924647259505526
19.161589817122742,43.52129329432054,4.950924442512508,178.98507823377219,6.001005370040461,Indirect light all day,23.926314264113714,51.04838666370876,Organic,76.18039272461645,Spider mites,Low,25.389858180421044,Silty,2.845122850103612
23.641372439668842,21.046692196492465,7.085257721832434,64.77511413199015,3.0499762028818114,6h full sun,22.536240046246483,60.95919574847338,Chemical,21.040129658995227,Whiteflies,Low,19.731578369129515,Loamy,1.9483655735646643
23.95249396592657,31.013729344848468,6.064206609476298,214.36825036696118,3.0031050858270536,6h full sun,24.109892695502456,61.20849965177839,Compost,15.386758824841436,Fungus gnats,Moderate,27.28282271225184,Sandy,5.087760845018213
10.006186390024057,49.27819560683514,2.6834511673294137,342.9524286530205,4.986476099306653,Low light corner,26.222551256303934,57.535469398175174,Chemical,14.720527278871522,Whiteflies,Low,58.72612274969579,Sandy,4.002929403884886
22.72555542148356,38.01261082159044,4.991304913876689,382.77458637634567,5.064435027715401,Filtered sunlight through curtain,23.367052183182444,69.87175766095632,Chemical,54.85863172504852,Whiteflies,Moderate,29.116312933370015,Silty,1.9584750784371763
38.05051335699235,23.239031059579098,4.923847881335987,361.7695493980196,2.8697358548417844,Low light corner,24.030087147256637,75.89500132753246,Compost,24.820684389502166,Whiteflies,Moderate,30.902735714796755,Sandy,3.9503697657233308
25.554795673242303,48.28980715264055,1.0525839090044062,424.0743031100072,0.8991240701736054,Filtered sunlight through curtain,25.38783820054218,77.08191607935568,Chemical,28.21791684829094,Spider mites,Low,37.86627937284638,Silty,1.9844181169772972
33.9003354288971,19.00905874906079,5.270065431471227,409.1423215520577,4.01740501830584,3h direct morning sun,18.341672475224712,36.2177587368687,Organic,52.9701454951997,Spider mites,Low,51.9325218608274,Silty,4.838042377626908
26.273409855262667,47.21248880126281,8.062838728580163,494.4733217485549,2.9586444251291284,Indirect light all day,26.03420947698814,48.23174005243095,Chemical,63.526573500628565,Aphids,Low,11.411412342418176,Sandy,1.0346955325408755
16.064542041448785,4.072492928753839,5.407384475844312,58.79778222222196,0.8258420113323053,Low light corner,21.718731310015308,49.58779010928667,Chemical,52.725949067678876,Whiteflies,Moderate,54.8940612860356,Loamy,1.0082042332000447
16.2049998627952,7.660884257236405,9.199396689437913,276.7958774507069,5.106198001982553,3h direct morning sun,26.12833107329615,77.48433562195821,Chemical,13.476137631995188,Aphids,Moderate,37.64665178946832,Chalky,4.085993098367233
27.7161505877038,48.725351880905265,4.852707141961275,310.90610884510676,2.0345103164454623,6h full sun,27.508819655331244,69.6272381979654,Compost,25.227852085076815,Aphids,High,51.23736955920283,Sandy,2.92968044579688
45.128216022069864,28.873619481836187,4.911914998246489,208.7001207756952,6.037451453369462,6h full sun,26.9187804743361,51.694149217637,Chemical,54.93940702773909,Whiteflies,High,19.803308712408,Silty,2.0320198513626018
17.69274848252829,11.456507446207317,7.824733938143874,157.64336786445853,0.8743562999590323,Filtered sunlight through curtain,25.179106968093397,54.971202577370306,Organic,74.25083002705539,Whiteflies,Low,50.64828467495291,Chalky,3.899840868651787
32.28444135205841,30.153075968985544,2.9657600178586434,412.3751233068054,1.0975242124875095,6h full sun,23.851512039397438,59.23446763710376,Compost,32.41740079321156,Fungus gnats,Moderate,27.858014768393645,Silty,2.016309896831536
5.816223334750404,33.03234552944399,1.9546312133298278,400.69817779620115,2.0525023122023582,6h full sun,20.582629138118733,40.50718344324521,Chemical,74.47574664772335,Whiteflies,Low,30.48204869695963,Peaty,4.951282549236041
39.56650694475463,46.131283781242495,5.908904700069427,392.59625737986556,1.0383144270136981,3h direct morning sun,27.021435409251826,60.763168498563964,Chemical,43.21484989639038,Spider mites,Low,50.06735763805745,Peaty,5.024894146441832
26.90120317006531,24.31580512211705,8.935482738269526,488.2510406760088,4.8853163424199915,Filtered sunlight through curtain,24.497147861325253,58.16307569123031,Compost,44.36953631392114,Spider mites,Moderate,46.37851660388105,Clay,4.12890687376698
26.88971823598941,30.910700551462984,0.017338398786064833,255.2444506826325,2.934504922852959,3h direct morning sun,24.379290445976178,45.523006635492614,Chemical,91.84305265194479,Aphids,Low,57.319165943845036,Chalky,1.08101299737975
