Height_cm,Leaf_Count,New_Growth_Count,Watering_Amount_ml,Watering_Frequency_days,Sunlight_Exposure,Room_Temperature_C,Humidity_%,Fertilizer_Type,Fertilizer_Amount_ml,Pest_Presence,Pest_Severity,Soil_Moisture_%,Soil_Type,Health_Score
43.21343664648634,39.90508339574481,5.066854622512071,337.15951184747615,5.903878741195297,Filtered sunlight through curtain,29.593683206734656,65.69791999203565,Compost,76.44569579554255,Whiteflies,Moderate,37.848213903979634,Peaty,1.978556184184559
23.960118331372524,31.898086580569522,6.589253368928254,211.59536110166692,2.86822409767347,6h full sun,24.376768263707458,59.68346326026617,Compost,11.177486804894079,Fungus gnats,Moderate,24.637027213476976,Sandy,5.215372361434005
0.0,28.69318136817413,5.013804135607304,264.45521425237115,1.1015660245722,Low light corner,22.510277070414,50.37685334805085,Chemical,11.596963550960302,Aphids,High,51.7336309164301,Chalky,5.041950932118463
48.983015624099394,37.316333308530915,7.926290491745261,214.9921371157555,4.008720744746332,3h direct morning sun,21.31982331002537,68.08356669342426,Chemical,55.504986606363985,Spider mites,High,9.363870465998225,Sandy,4.142596860787586
3.9469191033069557,18.51917238374084,4.270023038104044,117.40718485594252,3.595770092290773,6h full sun,24.821835772411912,42.396004585695344,Chemical,58.14805443581337,Whiteflies,Low,21.786992585779508,Clay,1.1740896086884345
24.122115529396115,42.49657343088679,1.078626702428814,126.46069097048954,5.207965116146851,Low light corner,19.106402794598615,53.257779226366196,Organic,39.50552743063234,Fungus gnats,Low,41.232049393039496,Chalky,2.81010443362414
27.918195872125317,23.7932840294314,2.450475075269087,129.46855119181643,3.1886762370388273,Low light corner,23.11002158152406,63.04870800793371,Chemical,11.57760186808521,Whiteflies,Low,55.38373429240883,Sandy,4.105064281540007
30.606676620217993,37.59813340775511,6.780615877997899,231.57341450198456,5.726248815186914,Indirect light all day,28.339704695278495,43.775295160568234,Organic,58.170891283567066,Whiteflies,Moderate,56.35607612248447,Chalky,2.0858012226532665
22.549049111454988,36.4792530229422,2.1486909981797733,454.02547019537195,6.108656492701469,3h direct morning sun,28.037645520067404,72.24208446759269,Compost,12.294958077581837,Aphids,Low,48.25291795916741,Loamy,1.159639391665189
21.26860187393217,17.445738987092536,0.0,358.60982058491504,1.5556915300002745,Low light corner,24.92077900284777,74.1445050939071,Organic,58.29970744718108,Whiteflies,Low,51.95700760954389,Loamy,3.135970979025595
29.99344393756842,35.62309364695295,5.651561741952284,155.76362407288792,0.9953155041094213,Filtered sunlight through curtain,22.374552289053632,38.38830493374331,Organic,24.933172276549797,Aphids,Low,19.912224951145692,Peaty,5.048629348842187
23.48378520124704,17.18561934733312,2.325905351424753,53.30108341503388,4.834698595188663,3h direct morning sun,17.500342851272297,31.288086906445933,Liquid feed,30.91549447592483,Whiteflies,Moderate,20.88707653591768,Chalky,1.1171506137475513
18.569374011442868,5.0873231153903316,4.2589638490269985,50.317026830013276,0.8597323469470648,Indirect light all day,21.62668158743518,72.26999825786466,Chemical,100.50369649938433,Spider mites,Low,32.328398383598945,Sandy,1.8656310846766642
17.2645034094332,13.104971257819804,0.7488152014278486,243.62130718355434,0.9281194966670971,Indirect light all day,27.829070522647246,44.82907928552614,Chemical,39.11505275949965,Whiteflies,Low,39.035091899883035,Clay,1.213186254695304
10.2741379561954,31.5693587595596,8.82259266652719,188.67671342465434,0.8793037756260901,3h direct morning sun,22.190529882292594,68.4200920640747,Chemical,86.5590673760157,Aphids,Low,30.26112189784678,Loamy,2.1675650239292397
24.38655873469081,25.6502393755521,9.323217978998358,455.67643679888187,5.774426172571862,Low light corner,26.693646909550342,58.80743923859601,Organic,59.262531136681204,Whiteflies,High,48.84269828875462,Silty,5.039855417395418
28.27486921165226,48.819491661662724,1.0551166984769935,103.19365728414014,3.9332487982390028,6h full sun,23.04973117171634,41.19846413196487,Liquid feed,80.92914397273927,Aphids,Moderate,31.318333163015385,Loamy,2.2309967410361344
26.496459692201537,39.718502605542945,4.776241968867425,76.0235349822009,4.189403462258651,3h direct morning sun,21.422539292273534,35.128610464418536,Compost,11.433796036295995,Whiteflies,Low,48.62684687149171,Peaty,4.884996704699845
6.528317339539076,49.06430801634745,5.041821998994443,184.30947633129352,5.219924174953778,3h direct morning sun,23.524322853592086,45.87579905174026,Organic,22.033739104527918,Spider mites,Low,36.31888504244921,Silty,4.186319799864607
32.555704578851724,31.27020991466713,5.871991687119951,364.52052097273435,1.279192113526845,3h direct morning sun,23.878556981209147,32.613149261207184,Chemical,44.064118691792935,Aphids,High,43.69490649168463,Loamy,1.1478356054483583
15.76434981976739,16.53082932549601,2.673097145462151,224.95884824789505,6.202137779497079,Filtered sunlight through curtain,21.52198592248024,64.53436994620918,Chemical,77.352220182072,Whiteflies,Moderate,30.33005082053119,Peaty,5.220965840226394
10.334598131899849,30.917292190831592,3.817365941100355,301.8043772279065,3.9522469770524626,Indirect light all day,19.37797565609596,35.590998034348196,Organic,17.436547994758147,Aphids,Moderate,33.154693190007634,Sandy,3.101552401763718
19.564291937088573,18.910393489515815,2.2736535723281057,313.209746455103,1.0429225622855576,6h full sun,19.262907766823737,64.01243971704633,Liquid feed,61.84752848284198,Whiteflies,Low,26.555680012139593,Clay,5.067533101284114
29.415605806336462,39.060037758576144,7.498775819289445,61.43102190260972,6.095069078745191,Filtered sunlight through curtain,22.023609921858554,76.86972540379212,Liquid feed,20.080202681551526,Spider mites,High,53.4363134349878,Sandy,3.0992708482532363
20.259103100553425,30.35392291533438,5.216353958562874,350.893811006636,1.0161841991017175,Indirect light all day,24.083320949716164,76.96365862767547,Chemical,17.65803583130874,Fungus gnats,Moderate,24.286368511034112,Clay,1.8864392906785823
25.790175160696347,40.85557933544865,0.8498591172545913,250.5603569789608,4.938107405349848,Filtered sunlight through curtain,26.119881328277426,62.94717463775379,Organic,52.9452379502581,Fungus gnats,High,37.65833490558087,Sandy,3.3454632135777
25.088493528997702,4.585534542879227,9.271628381184344,389.72212533697626,5.3512100407492555,Indirect light all day,24.355268100285397,43.974945346369985,Liquid feed,63.461512128195054,Whiteflies,High,56.57885297329793,Silty,3.1278114607842915
17.02392821257801,43.3981129837698,0.42335296309636655,76.76831540276353,6.08217316652626,Low light corner,24.59532400816766,63.76564027173206,Chemical,43.45208413153864,Spider mites,Moderate,33.49365890728462,Silty,4.025432755403011
39.94713890223697,3.639640017556726,6.475105227824388,279.8609862889941,2.1370251329350887,Indirect light all day,22.189580642744346,62.23759200286733,Chemical,30.505914841612892,Whiteflies,Low,42.971657446610266,Loamy,4.124720930881072
28.7219482048205,13.891972182412564,0.7206066127153062,154.6402309107972,2.110560357272701,Filtered sunlight through curtain,21.980506610933084,57.355254902896164,Chemical,75.38136984196835,Spider mites,Low,54.160938424632,Silty,1.868081384027604
10.878126064638778,33.544660256122135,6.927071786291464,304.2014085821337,6.159481503570812,3h direct morning sun,21.876383513804548,44.959293842376084,Liquid feed,73.41745473996914,Whiteflies,Moderate,14.175737485189343,Loamy,0.7946702354080364
20.716684102606852,51.026925953797885,8.115969779385328,298.4847720281218,5.221538511701233,Low light corner,23.029447392261048,70.69350159915034,Compost,50.46348495359404,Fungus gnats,Low,45.9864964470145,Peaty,0.8726023406621308
38.54442089182816,9.083357331223368,2.7812116531824858,402.50640892111306,1.9771998870057739,Filtered sunlight through curtain,26.138663397548157,53.728966899542414,Compost,29.164995385420877,Whiteflies,Moderate,35.15217623997217,Clay,4.08452673269236
42.25883772830681,17.69876864927636,8.13723168613717,379.69140362358,2.3562074114194247,Low light corner,21.737720311612474,59.92024947480752,Compost,96.18867197162298,Whiteflies,High,25.489230469227348,Clay,4.218899658647439
27.717178442646325,15.193844746285428,9.038445599386232,384.1840724399472,2.8648757949982624,Filtered sunlight through curtain,26.52630307316425,66.39282838717601,Liquid feed,57.274604681000795,Fungus gnats,High,15.151467557041665,Silty,5.078202909870529
33.03220453141515,37.453844805985575,4.816437209501463,421.3543689190396,5.035980115638714,Filtered sunlight through curtain,27.053927539629928,52.844979931496695,Chemical,63.580420623741915,Fungus gnats,High,37.203278298150764,Chalky,2.9765669081655703
30.4904293998456,40.88547395199383,6.413036698331005,411.9597422735546,1.1807185056948302,6h full sun,25.41856997911593,74.68256712016569,Liquid feed,96.81613563373283,Spider mites,High,28.495127126507132,Chalky,1.0515761378208572
33.45149191738196,29.747672728227506,5.955801388183333,124.89003476614063,2.764690055444095,6h full sun,27.604957094005368,65.21202657306415,Compost,9.520903016139656,Whiteflies,High,40.23484115340784,Clay,5.056642188623487
18.53137044293564,6.140779966146004,0.0,406.63802461918385,0.999075800481528,6h full sun,25.258280865337614,58.34743198058233,Compost,0.0,Aphids,Low,40.657761351161504,Loamy,1.9054954601343417
35.731302494509066,32.75649653714674,6.248217901832499,461.1658302959876,2.146150327100553,6h full sun,27.0495291912223,65.63093894001953,Organic,25.50065913094536,Spider mites,Low,31.93034250194462,Peaty,1.9824257594946453
15.172499054537546,7.249994104605822,4.818831782754662,63.79354170844787,1.0352259721036916,Low light corner,21.680407543444968,51.19312112066822,Chemical,52.80679497847199,Whiteflies,Moderate,54.26176863925975,Loamy,0.9828184084978159
21.977994946412235,7.071260221915474,2.268542973949193,380.40436940511034,3.9687231940912815,Indirect light all day,25.740699985121335,33.22324228216798,Organic,15.840191166413048,Aphids,Low,12.317033717092201,Clay,3.8309637716911795
2.889762933390909,23.734205728876976,5.900705262856969,261.6294806880383,5.88420151873622,6h full sun,20.608030364991237,55.77025927748854,Liquid feed,55.2638571872108,Whiteflies,High,15.851751909191046,Peaty,3.0316924513632517
24.78344673883947,39.97987010741392,4.28940980491275,31.518050847717387,3.9689333213051623,3h direct morning sun,21.961947279141768,31.441377954550465,Compost,12.155397373012185,Whiteflies,Low,46.02282588918562,Peaty,5.22828492877446
29.425896003931097,15.105548623114894,0.12095946730697946,196.17154465704544,0.883962030175225,Filtered sunlight through curtain,25.659185853813316,43.12436656433929,Compost,97.90788391120327,Whiteflies,Low,13.589529390432563,Clay,3.2316738388654747
33.456956155015426,15.491579335798505,4.474207647960305,397.626313615417,2.1435506582920905,3h direct morning sun,28.043728906708655,51.84994428280978,Chemical,51.74995667224141,Spider mites,Low,18.47421655474374,Loamy,5.052008577867199
41.21208877365167,7.094398861404199,2.360351173994876,257.7987396867755,4.055065657817149,Low light corner,18.619199865398034,29.85086234642298,Compost,54.80124876734426,Spider mites,High,17.330008994770857,Chalky,2.09999987210378
42.86110099808598,39.92537246762983,4.6749947182076195,348.4560162614363,5.980364334154943,Filtered sunlight through curtain,29.207977161097794,65.88614496713348,Compost,79.7791273583969,Whiteflies,Moderate,39.459857121374704,Peaty,2.0069463012738993
15.855706142610957,33.112842182696376,4.634941705141596,350.9002875984168,1.0208505558038876,Indirect light all day,24.098559413389744,77.86665300963922,Chemical,21.913039934640477,Fungus gnats,Moderate,24.04490475885075,Clay,2.1590325724480572
50.57639270974671,13.915162433719411,6.343477380613402,242.79178256441025,2.8541609646664603,Indirect light all day,18.415300371182212,68.3365210826596,Compost,80.19488987602477,Aphids,High,27.453656904104264,Peaty,1.9295581121333782
40.69905286498751,12.232127210051218,8.160174638868504,437.5530397703635,2.09145472416177,Low light corner,26.280356987016134,36.43093387573501,Chemical,69.93356780766719,Whiteflies,Moderate,43.454956650928715,Sandy,3.7830297679172746
28.108382661086505,23.47054419869459,5.234131915028581,429.9065884812676,2.5427382804023257,Indirect light all day,30.140497203327982,50.05738930583955,Chemical,42.962046415238795,Fungus gnats,Low,22.25749091280634,Peaty,1.958078436305762
36.834338146291536,40.40637366101363,3.2180005997441,90.74622647397732,4.053901141481673,6h full sun,24.8769674675608,39.43639981642875,Compost,54.513154601294225,Spider mites,Moderate,35.74621763560239,Chalky,1.9673519113591325
22.687033984769293,40.339417955554175,8.267270807347183,218.54619463348592,2.9291680311007355,Filtered sunlight through curtain,24.944881450603845,72.90473805109544,Chemical,89.0675263280601,Whiteflies,High,30.555217342648312,Clay,4.969583152536224
16.356209075888675,14.220748869799117,6.076292993813065,116.45283941197371,1.2519078312815901,Filtered sunlight through curtain,23.053468988082162,39.177421051636635,Organic,24.990088427663903,Aphids,Low,22.71169099031146,Sandy,2.9366636123467647
21.187163290093967,33.238844938298335,5.78279805864421,119.62411130291147,5.1130627545687295,Low light corner,26.800848292473063,64.28186645711833,Liquid feed,28.674336436001003,Aphids,Low,45.867912972372324,Peaty,3.7548673045810452
38.547789042024355,11.640415998899615,7.206075907832085,154.88434082919753,1.8553433182227657,3h direct morning sun,23.76670636745113,79.36238504419651,Chemical,79.17025698538158,Whiteflies,Low,56.813361609637816,Loamy,3.254583980300459
18.71113919668705,45.36409985046099,7.0939738451721945,429.39007998504707,3.120154535403056,Filtered sunlight through curtain,21.54443784070456,38.069791519910794,Liquid feed,62.53332688070506,Whiteflies,Moderate,55.5518629254685,Clay,4.116451051399181
33.35385376281643,47.65705030317919,6.988194606172659,447.8247188725595,4.754379008851038,6h full sun,23.281636743265093,51.44439404613695,Chemical,9.920082194244559,Fungus gnats,Low,20.428437732313476,Peaty,3.1025380155513673
38.66306113410803,45.01294389833158,7.574696651603854,115.0439741886296,0.9715813958104139,6h full sun,23.93272381247199,71.6456780574027,Compost,80.70369399431475,Whiteflies,High,43.78363990496322,Clay,2.149229515734098
31.40259248837371,10.578660953577128,5.0368436192630925,130.88114671949668,2.8871679626164335,Filtered sunlight through curtain,24.407394855772267,64.04234970748415,Organic,65.19612796006491,Spider mites,Low,50.77559727915429,Peaty,0.9094338176893016
32.06738098978073,16.081186460794296,7.0692298209236535,376.1473867837686,4.246305967756629,6h full sun,32.328909595341855,56.71952023357228,Compost,98.26042981735112,Fungus gnats,High,30.19811628742172,Sandy,3.1273367836481856
19.971473597760774,16.596652857489445,4.4637607166385065,236.25879850107765,1.776691073809786,6h full sun,21.425395730317298,75.94362555683773,Liquid feed,51.5909751485374,Spider mites,Moderate,55.75021957584154,Loamy,2.067913200925302
27.213958686584245,42.11845801353448,6.984747991229534,201.201047439342,5.916263919418603,6h full sun,24.740453190609998,59.734791362163136,Chemical,99.28231700086137,Whiteflies,Moderate,21.39280750947352,Loamy,4.153215566570718
20.40404241706299,22.438653894865165,7.1581284844239415,219.7782855676634,5.770460170045756,6h full sun,24.329019714120083,31.2025725750197,Organic,45.77955950174492,Whiteflies,High,13.362171090795025,Sandy,1.043966962746634
26.38269260774667,15.946275799672158,5.59005780605962,445.6017615162114,3.975073950509299,6h full sun,21.241174453613613,70.19144980420924,Organic,5.620015225174145,Fungus gnats,Low,18.573795805730605,Chalky,3.832930521628061
13.726691827080643,18.277123012181697,8.336098401741864,152.85776178467864,4.10534290616085,Low light corner,24.998338596319012,67.54658775015213,Liquid feed,82.84014553831523,Spider mites,Low,36.973911296103374,Silty,0.9224669982530997
25.38339645479912,6.970264187774363,9.281024981498648,350.129382795864,4.656226477957148,Indirect light all day,23.893652693410004,43.480993916699425,Liquid feed,67.89594380962195,Whiteflies,High,54.13856046917626,Silty,2.8970235291614936
35.944256641248636,23.691283892027442,2.7935671789006453,295.7985541730943,5.088272236283219,Low light corner,26.495408832815716,71.12950685074,Chemical,69.15681169363698,Aphids,High,24.56915159870457,Chalky,3.12337040792442
27.50422435346067,43.606250593650465,6.813007030405712,171.67328692433483,1.833492489198601,6h full sun,26.14130968809541,81.1399525342029,Chemical,0.7371717618620682,Fungus gnats,High,17.366523446512396,Loamy,4.899551222096372
40.007819529772895,43.95362164176727,2.8346893432175215,66.11763363615547,3.904551559803508,6h full sun,25.662440321302228,38.85395146225295,Compost,49.75430893311058,Spider mites,Moderate,31.096052896545864,Chalky,1.9996734234312787
23.329900147625274,24.528366109582553,4.7459343820720195,92.52704186688261,4.990058249242525,Filtered sunlight through curtain,18.60228086474012,65.24743507653163,Chemical,28.759682914159143,Whiteflies,Moderate,16.75702804132512,Sandy,3.949180229018427
22.249742422389865,25.831659688230904,6.2991665643490204,371.49267335077946,2.926442226905048,Filtered sunlight through curtain,23.40881900637689,63.473261629849844,Chemical,14.988093793545223,Whiteflies,Low,43.79648051380023,Clay,3.08341583960496
27.529487741020432,45.79341617220827,9.057144591424022,119.00466532878625,0.7795134958099235,Low light corner,20.708261616412617,64.23230258250825,Liquid feed,2.562213736967349,Fungus gnats,Low,33.9027253277089,Chalky,1.1080528158096274
31.119724248461218,27.32628352676617,1.5615581571762824,232.609178841302,5.046983817978908,Filtered sunlight through curtain,24.394150856262673,56.0805390578393,Chemical,44.84715991890643,Whiteflies,Moderate,24.014213635362125,Chalky,0.9668039605515817
38.66858691738704,9.604808750783075,1.7633087484707086,118.33183108047582,5.068896026127753,6h full sun,17.05143495110701,41.55289844883618,Organic,0.5561984556755859,Whiteflies,Low,32.68321033585397,Loamy,2.39874603214579
13.523149880286335,43.648537110862904,2.9449962415514706,456.5784893118496,4.253036175232715,Indirect light all day,22.90963427247068,48.15560962966991,Chemical,57.65715900459028,Spider mites,Low,47.406575592081644,Loamy,3.90490773542087
37.80256190755772,36.344305740883165,8.123350465570793,289.3619037756011,6.309427709400292,3h direct morning sun,24.429710441902543,30.888131263382547,Liquid feed,17.618876660025535,Spider mites,Low,27.774046025007614,Loamy,1.9567423515123616
24.306751291456592,42.6119854396089,4.367946287731847,53.03801007049092,0.9960208889602888,Indirect light all day,24.609909131468225,77.65912811228381,Chemical,22.565083341948238,Whiteflies,Low,46.005995257905035,Loamy,3.9325847624352517
9.400727768856001,29.34697197290472,1.0517694308658592,447.14687848207126,4.839538518097406,Filtered sunlight through curtain,22.23099301375726,72.55658738120349,Chemical,50.97424065010742,Fungus gnats,Moderate,35.72382020290347,Clay,5.332799588100396
37.41394523415936,21.537369463506096,3.484242069931095,474.81703927931727,4.7470851405325885,Filtered sunlight through curtain,20.00222128055336,76.53460287782458,Chemical,31.067867429190112,Aphids,Low,26.145685033497486,Sandy,2.144659561840325
15.410464637918817,43.207497256685436,5.8497911117126185,439.2068718300286,3.380031845639874,6h full sun,20.277900695775994,66.76830490384204,Chemical,0.0,Whiteflies,High,11.481698210331452,Sandy,4.952548622871801
16.403931066482667,31.789259965315168,4.261028600404701,376.26783390316933,2.840122219240183,3h direct morning sun,30.269046531252364,51.222031149734754,Compost,43.6879781144745,Spider mites,High,30.3225703326723,Silty,3.0804203880478167
38.81912401782466,5.740158582090693,3.699201808952201,310.8653675968353,5.1814952289577905,Indirect light all day,23.140881851771784,32.32207322969787,Chemical,37.57930962086179,Whiteflies,High,21.223528844570758,Silty,3.9511208893458174
33.60638369501074,11.342031909234334,9.004522662676724,406.8938007396404,3.0750099773112862,3h direct morning sun,24.587671387413852,42.11869425626152,Organic,91.310335623451,Fungus gnats,Low,54.42554886709653,Sandy,3.042454713525276
13.511835702034604,42.34596878015655,2.1510886057656817,113.36812805715032,3.231808593758903,6h full sun,23.25828727163263,70.09815460660349,Chemical,60.623342796144335,Whiteflies,Moderate,30.831618965261228,Chalky,1.530577973466162
29.665704572472666,43.354149960830355,3.136511628323483,169.37740484506665,6.0813341326674815,Indirect light all day,22.573304934734953,31.80848629805571,Chemical,54.65706437763865,Fungus gnats,High,44.49072169547824,Silty,2.979881637693538
27.024251837019694,40.525891318715786,7.746502456125787,358.582476711743,1.883057982754319,Low light corner,26.373945271423196,39.56685844395786,Organic,27.015308795255244,Spider mites,Low,48.395102029449085,Sandy,4.981566988413238
19.765779228162675,12.174703067050132,8.46323003579107,150.17316709935457,1.2322544323878295,Filtered sunlight through curtain,25.023158043527676,55.75569200429972,Organic,73.41093031536981,Whiteflies,Low,46.33953049783023,Chalky,3.797929745377037
30.718320355217912,14.379988606243035,1.1323293358061213,175.76631961923798,4.179859237562673,3h direct morning sun,27.796329155391174,46.190957324807506,Liquid feed,96.97138722446307,Whiteflies,Low,23.115360053253113,Chalky,5.040409436527126
45.34400267314539,9.251424336106677,4.1861924006807705,447.67461647008844,4.889383642645037,Indirect light all day,23.58313933550278,54.41837200018216,Chemical,47.68095304396492,Whiteflies,High,13.197483642487601,Peaty,3.044600569727578
21.512233487982908,36.93846545116835,5.06733470320475,290.63040689389663,6.323275717612394,Filtered sunlight through curtain,17.1967449317931,44.69233198647356,Organic,80.2496666880733,Spider mites,Moderate,46.5071944868212,Loamy,1.9732557054571118
30.81694573093455,28.68841513344306,1.2912523974063401,383.41249733898906,5.12267345363752,Filtered sunlight through curtain,21.26678014790793,29.861468405284814,Chemical,39.696851867656314,Aphids,Low,22.441957119804638,Clay,2.023369254845646
34.11982418261911,35.64715018592119,4.664169063536975,378.39557258596415,1.918948487432095,Filtered sunlight through curtain,24.376076592886708,51.41247551261422,Organic,14.39065696283695,Fungus gnats,Low,24.377726610744002,Peaty,1.0315798633769357
56.629889011393495,36.28248689254734,3.0569310110622676,316.68081297161007,1.9932139787173129,Low light corner,22.031576865347837,41.150296216110085,Chemical,60.91345637480979,Aphids,Low,32.35513542873675,Clay,2.4410558247588057
16.900882262622456,16.674325139765685,7.841691720561901,171.90845007237363,3.9684984885311434,Low light corner,25.205444477197627,69.55299279726117,Liquid feed,84.92044368606679,Spider mites,Low,36.43149954519202,Silty,0.988506671392267
33.65185017351504,6.255826230960688,6.1056226892243775,467.67858184924273,1.217837138803922,6h full sun,22.001098071532134,66.75789699013345,Chemical,37.115853952880755,Aphids,Low,22.86636571703633,Chalky,0.6504491935017145
31.621810307822173,19.192886644659577,1.8155886642871129,133.93289648794814,2.141805231217547,Low light corner,24.429786692258826,72.35121960761468,Liquid feed,16.381724918080327,Fungus gnats,High,54.00114320158164,Silty,1.0876472061245661
32.379829785101215,30.641214541494346,3.507206888627626,257.91788808076734,3.961168057651,Low light corner,29.237921095692503,52.174028012429986,Chemical,62.032725053973536,Fungus gnats,Moderate,26.71742336916573,Loamy,5.026456307732716
16.787777557756872,25.75766182775618,1.394172178549154,495.39248096743046,4.208454799653441,Low light corner,25.320442883236723,38.46934924384438,Compost,92.55787910826396,Spider mites,Moderate,49.20971682684765,Peaty,1.7539351752714043
13.185186793134555,50.86603113352297,5.024856133485754,177.48802833479726,6.290898504084811,6h full sun,28.63294781100666,73.70437643533381,Liquid feed,40.02028150014285,Aphids,Low,18.836753165831276,Loamy,3.0407613448081445
9.795249174857112,17.59950702951367,6.013519234250165,393.8558886353596,1.9976690541020077,Filtered sunlight through curtain,24.161327607513986,75.58532969121276,Chemical,9.134413139768773,Whiteflies,Low,17.257165716674166,Silty,0.9711022088954276
36.35239535703118,33.40069409872773,6.150238249480125,360.18043980599987,1.060481880559549,3h direct morning sun,24.32940555189302,33.42714474298094,Chemical,44.029052000939814,Aphids,High,45.37761719275068,Loamy,0.6880275800286801
24.68751304913666,42.96630323440777,8.472255896093925,128.49132967840868,4.908552064648344,Low light corner,27.78722673476509,32.79943330728469,Organic,73.64688062049666,Whiteflies,High,58.38096825650649,Chalky,2.954895959675764
23.88157602466682,7.244845441670673,9.433195696513037,377.8961582807227,4.978631042811657,Indirect light all day,23.588047223215863,43.81182122223759,Liquid feed,65.9498316338363,Whiteflies,High,55.68262309734966,Silty,3.1562610707307006
26.79343832822677,40.123193762662524,0.9414441620303607,253.61579685688858,4.878230691539116,Filtered sunlight through curtain,26.144472572856948,63.22629661292617,Organic,44.296747829332304,Fungus gnats,High,36.785735902279455,Sandy,2.965657545139272
24.940443720791162,46.22597186678521,8.530960565682316,374.33582624800084,2.2477442081163255,Low light corner,24.765798389679315,67.06432184687823,Chemical,1.6217597694226427,Aphids,Low,14.3072004078868,Silty,4.158764382112044
29.440110182790896,47.86239336138989,2.8127760042544017,437.0921351309702,6.110633030968425,Low light corner,27.045728320583994,33.59106852211113,Chemical,70.29669358300958,Aphids,Low,53.680216597854034,Sandy,3.2930411715198007
40.84054337387567,35.039166832128885,7.76458198549696,272.3978833450992,5.8018701404129525,Low light corner,20.09796174913276,71.28727121869389,Organic,43.45688966452448,Aphids,Low,17.385213724787754,Peaty,2.9810408583974595
32.48928865385062,37.78669827837153,4.536848085388578,158.6027650965291,0.9417609491522086,Low light corner,20.81664702241995,72.8833862774996,Compost,78.00993726599512,Spider mites,Low,58.70161824844337,Loamy,1.267618899540723
21.522943249755013,19.108640049170464,2.833109552772981,196.1746729498776,5.056257332396777,Filtered sunlight through curtain,29.258171410712556,37.13240973109337,Liquid feed,74.52773489413619,Aphids,Moderate,46.13624353003086,Silty,4.233167704471134
0.0,25.399398407545842,3.0407901875218903,333.19511188906245,0.8484743619141997,3h direct morning sun,23.59583866757954,39.64760513060073,Compost,67.7978877564948,Spider mites,Low,39.92964170007746,Chalky,1.9298122721142505
16.32119449841498,35.04672544597168,0.0,278.05448744717927,3.013950287927622,6h full sun,30.763952978643136,49.19767609649447,Chemical,93.09032710927775,Aphids,Low,31.580739524058355,Silty,0.8095060227372269
2.106359656889352,49.43500135717393,0.6630901425370921,341.56733102299614,0.8451357865660649,Low light corner,20.604223073256332,36.753592787405324,Chemical,21.037454894901813,Spider mites,Low,53.25320551087563,Loamy,3.9456884306695152
32.46928455482883,5.459259470778843,4.913820183103278,235.62913609525788,5.833648725188188,Indirect light all day,25.712416905595624,58.751668151345235,Compost,16.30458913563523,Whiteflies,Moderate,16.68627268617643,Silty,1.9096937702041505
29.05233819501786,48.105227803437565,4.034112546141071,84.27137206143495,6.012558695607822,Indirect light all day,25.201974506136693,31.645803453908147,Chemical,9.226454299113321,Aphids,Moderate,29.420044032110766,Chalky,3.9184530232791395
20.722996147291987,24.155845980621304,7.203292636182714,354.8917787487384,2.0446491179394166,Filtered sunlight through curtain,20.99034029745126,48.35958361386501,Organic,21.793678039364654,Fungus gnats,Moderate,57.28092807463143,Clay,1.9902912322374102
0.0,42.58260764127696,5.552093238241215,141.66847775269886,1.2611353962398513,Indirect light all day,23.937954672307118,76.74583165957742,Compost,79.73464673624994,Whiteflies,Low,38.50085768610583,Sandy,5.193056537340158
20.445850036964668,30.731660947045906,1.640916428131248,252.23801221021887,3.2395305117435083,Filtered sunlight through curtain,23.33030041915339,31.337798223272543,Organic,32.59463937529425,Aphids,High,22.06602272211471,Silty,1.0767475985217851
17.924596190839182,30.156877899075997,4.805701091622629,334.90975787150825,0.8646262922691551,Indirect light all day,24.474147338586167,76.9376894356903,Chemical,18.752728667901327,Fungus gnats,Moderate,25.683858746705848,Clay,2.043491669207956
20.81586728869456,9.641264815943913,4.645637891909066,397.12404199481364,4.105324567313893,Indirect light all day,18.78226640993317,57.40584610024817,Organic,43.514022440867514,Fungus gnats,High,48.048181666329214,Chalky,0.9944277630712761
20.236804317934293,46.00928719818259,4.4598310912512495,158.9316968272488,1.5044195029561367,Filtered sunlight through curtain,24.866716389042118,53.3210799570127,Chemical,37.77969975479463,Spider mites,High,39.59488799563416,Loamy,2.9987106446339626
16.151917815069083,16.717669103888277,3.360725863524653,217.12752078835544,5.889127796648798,Filtered sunlight through curtain,21.34312989804656,60.965845189095035,Chemical,78.69289656074679,Whiteflies,Moderate,31.233586344008835,Peaty,5.007396490417031
37.85092867603577,10.534557799167825,5.749940730719531,354.4946750454274,2.061733990861417,6h full sun,27.888817770935688,69.02483942644473,Chemical,86.52478746675601,Fungus gnats,Low,30.48485373357516,Chalky,3.907929421853987
11.90251053745815,43.20981857262082,3.866865147081114,294.76339177845347,3.1637496988986293,Filtered sunlight through curtain,24.3163146010828,38.13125752842338,Chemical,24.950481002318817,Whiteflies,High,49.96249690594985,Silty,4.9544753560375945
20.083940732659748,35.35801008006531,0.5904061340618585,324.73599697974225,4.940651532572,6h full sun,28.877339320567497,43.752614035069136,Compost,92.03259933419253,Spider mites,Low,39.90839120979163,Clay,3.2901545733182926
42.77603556130165,43.9546350555432,6.828092102226459,47.863479417761496,5.685996834131337,6h full sun,25.60276050195085,78.6987120110549,Compost,63.6549115069022,Aphids,Low,20.00394694056897,Peaty,3.09532046407687
